_sa_instance_state, article_id, condition, exposure_id, popstate, position, previous_scroll_rate, primary, timestamp_selections, title, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b5cdc0>","12c","condition2","209/2023-08-06 15:31:33.611602","no","1","0","209/12c/1/2023-08-06 15:31:35.819482","2023-08-06 15:31:35.819482","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b5ce50>","12c","condition2","209/2023-08-06 15:31:33.611602","yes","1","0","209/12c/1/2023-08-06 15:31:36.494715","2023-08-06 15:31:36.494715","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b5cee0>","3b","condition2","209/2023-08-06 15:31:37.177422","no","0","0","209/3b/0/2023-08-06 15:44:49.696764","2023-08-06 15:44:49.696764","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b5cf70>","3b","condition2","209/2023-08-06 15:31:37.177422","yes","0","0","209/3b/0/2023-08-06 15:44:49.888597","2023-08-06 15:44:49.888597","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60040>","12c","condition2","209/2023-08-06 16:10:49.151312","no","1","0","209/12c/1/2023-08-06 16:12:29.117776","2023-08-06 16:12:29.117776","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b600d0>","12c","condition2","209/2023-08-06 16:10:49.151312","yes","1","0","209/12c/1/2023-08-06 16:12:29.556329","2023-08-06 16:12:29.556329","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60160>","11c","condition2","209/2023-08-06 16:12:31.154187","no","2","0.2","209/11c/2/2023-08-06 16:12:52.113932","2023-08-06 16:12:52.113932","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b601f0>","11c","condition2","209/2023-08-06 16:12:31.154187","yes","2","0.2","209/11c/2/2023-08-06 16:12:53.244707","2023-08-06 16:12:53.244707","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60280>","10d","condition2","209/2023-08-06 16:12:57.316465","no","3","0.2","209/10d/3/2023-08-06 16:13:03.305033","2023-08-06 16:13:03.305033","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60310>","10d","condition2","209/2023-08-06 16:12:57.316465","yes","3","0.2","209/10d/3/2023-08-06 16:13:04.392456","2023-08-06 16:13:04.392456","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b603a0>","11c","condition2","209/2023-08-06 16:13:09.285164","no","2","0.1","209/11c/2/2023-08-06 16:13:15.008378","2023-08-06 16:13:15.008378","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60430>","11c","condition2","209/2023-08-06 16:13:09.285164","yes","2","0.1","209/11c/2/2023-08-06 16:13:16.292310","2023-08-06 16:13:16.292310","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b604c0>","10d","condition2","209/2023-08-06 16:13:22.238253","yes","3","0","209/10d/3/2023-08-06 16:13:34.717424","2023-08-06 16:13:34.717424","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60550>","11c","condition2","209/2023-08-06 16:13:38.740011","yes","2","0","209/11c/2/2023-08-06 16:13:49.410629","2023-08-06 16:13:49.410629","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b605e0>","3b","condition2","209/2023-08-06 16:14:46.141872","no","0","0","209/3b/0/2023-08-06 16:14:50.050832","2023-08-06 16:14:50.050832","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60670>","3b","condition2","209/2023-08-06 16:14:46.141872","yes","0","0","209/3b/0/2023-08-06 16:14:51.925357","2023-08-06 16:14:51.925357","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","209",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60700>","5d","condition5","301/2023-08-06 16:23:35.544896","no","0","0","301/5d/0/2023-08-06 16:23:38.950245","2023-08-06 16:23:38.950245","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","301",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60790>","5d","condition5","301/2023-08-06 16:23:35.544896","yes","0","0","301/5d/0/2023-08-06 16:23:40.591381","2023-08-06 16:23:40.591381","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","301",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60820>","5d","condition5","301/2023-08-06 16:24:30.103420","yes","0","0","301/5d/0/2023-08-06 16:24:37.368939","2023-08-06 16:24:37.368939","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","301",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b608b0>","3b","condition5","301/2023-08-06 16:24:39.964013","no","1","0","301/3b/1/2023-08-06 16:24:51.674125","2023-08-06 16:24:51.674125","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","301",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60940>","3b","condition5","301/2023-08-06 16:24:39.964013","yes","1","0","301/3b/1/2023-08-06 16:24:52.617512","2023-08-06 16:24:52.617512","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","301",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b609d0>","1a","condition6","67031730320/2023-08-07 07:29:02.490292","no","2","0.4","67031730320/1a/2/2023-08-07 07:29:11.319837","2023-08-07 07:29:11.319837","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","67031730320",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60a60>","1a","condition6","67031730320/2023-08-07 07:29:02.490292","yes","2","0.4","67031730320/1a/2/2023-08-07 07:29:12.639306","2023-08-07 07:29:12.639306","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","67031730320",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60af0>","3b","condition6","67031730320/2023-08-07 07:29:30.180130","no","4","0.69","67031730320/3b/4/2023-08-07 07:29:42.227587","2023-08-07 07:29:42.227587","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","67031730320",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60b80>","3b","condition6","67031730320/2023-08-07 07:29:30.180130","yes","4","0.69","67031730320/3b/4/2023-08-07 07:29:42.363449","2023-08-07 07:29:42.363449","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","67031730320",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60c10>","11b","condition6","67031730320/2023-08-07 07:29:46.427914","no","6","1","67031730320/11b/6/2023-08-07 07:30:02.661961","2023-08-07 07:30:02.661961","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","67031730320",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60ca0>","11b","condition6","67031730320/2023-08-07 07:29:46.427914","yes","6","1","67031730320/11b/6/2023-08-07 07:30:03.977335","2023-08-07 07:30:03.977335","Postercampagne tegen nieuwe Transgenderwet leidt tot kritiek van transgenderorganisaties ","67031730320",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60d30>","4d","condition5","89683808449/2023-08-07 09:00:00.907481","no","0","0","89683808449/4d/0/2023-08-07 09:00:15.170941","2023-08-07 09:00:15.170941","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","89683808449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60dc0>","4d","condition5","89683808449/2023-08-07 09:00:00.907481","yes","0","0","89683808449/4d/0/2023-08-07 09:00:15.921716","2023-08-07 09:00:15.921716","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","89683808449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60e50>","3b","condition2","32137330702/2023-08-07 09:00:48.970924","no","7","1.01","32137330702/3b/7/2023-08-07 09:01:33.058366","2023-08-07 09:01:33.058366","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60ee0>","3b","condition2","32137330702/2023-08-07 09:00:48.970924","yes","7","1.01","32137330702/3b/7/2023-08-07 09:01:33.718419","2023-08-07 09:01:33.718419","Argumenten critici Transgenderwet zijn makkelijk te weerleggen, vindt transman Romero Dalstra","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b60f70>","1a","condition5","89683808449/2023-08-07 09:00:53.949757","no","3","1","89683808449/1a/3/2023-08-07 09:01:57.752724","2023-08-07 09:01:57.752724","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","89683808449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66040>","1a","condition5","89683808449/2023-08-07 09:00:53.949757","yes","3","1","89683808449/1a/3/2023-08-07 09:01:58.096146","2023-08-07 09:01:58.096146","Transpersonen over belang nieuwe wet: “Belachelijk, ik moet nu eerst bewijzen dat ik trans genoeg ben”","89683808449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b660d0>","12c","condition2","32137330702/2023-08-07 09:01:58.969896","no","0","0","32137330702/12c/0/2023-08-07 09:02:08.013971","2023-08-07 09:02:08.013971","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66160>","12c","condition2","32137330702/2023-08-07 09:01:58.969896","yes","0","0","32137330702/12c/0/2023-08-07 09:02:08.229977","2023-08-07 09:02:08.229977","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b661f0>","4d","condition5","97431056816/2023-08-07 09:02:53.482866","no","1","0.14","97431056816/4d/1/2023-08-07 09:03:02.413793","2023-08-07 09:03:02.413793","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","97431056816",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66280>","4d","condition5","97431056816/2023-08-07 09:02:53.482866","yes","1","0.14","97431056816/4d/1/2023-08-07 09:03:03.143350","2023-08-07 09:03:03.143350","Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen","97431056816",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66310>","12d","condition5","89683808449/2023-08-07 09:02:56.569433","no","1","0","89683808449/12d/1/2023-08-07 09:03:04.349185","2023-08-07 09:03:04.349185","Lopen vrouwen gevaar in vrouwentoiletten door nieuwe Transgenderwet?","89683808449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b663a0>","12d","condition5","89683808449/2023-08-07 09:02:56.569433","yes","1","0","89683808449/12d/1/2023-08-07 09:03:04.772103","2023-08-07 09:03:04.772103","Lopen vrouwen gevaar in vrouwentoiletten door nieuwe Transgenderwet?","89683808449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66430>","4c","condition1","54816415449/2023-08-07 09:02:57.740105","no","0","1","54816415449/4c/0/2023-08-07 09:03:25.609592","2023-08-07 09:03:25.609592","Eindelijk! Nieuwe Transgenderwet haalt vernederende barriers weg voor transgender personen.","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b664c0>","4c","condition1","54816415449/2023-08-07 09:02:57.740105","yes","0","1","54816415449/4c/0/2023-08-07 09:03:26.286340","2023-08-07 09:03:26.286340","Eindelijk! Nieuwe Transgenderwet haalt vernederende barriers weg voor transgender personen.","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66550>","10d","condition2","32137330702/2023-08-07 09:03:40.249975","no","1","1.01","32137330702/10d/1/2023-08-07 09:03:50.424218","2023-08-07 09:03:50.424218","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b665e0>","10d","condition2","32137330702/2023-08-07 09:03:40.249975","yes","1","1.01","32137330702/10d/1/2023-08-07 09:03:52.766941","2023-08-07 09:03:52.766941","CU-minister Adema tekende manifest tegen Transgenderwet, D66 vraagt om intrekking","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66670>","12c","condition1","54816415449/2023-08-07 09:03:57.188592","no","1","0","54816415449/12c/1/2023-08-07 09:04:00.543642","2023-08-07 09:04:00.543642","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66700>","12c","condition1","54816415449/2023-08-07 09:03:57.188592","yes","1","0","54816415449/12c/1/2023-08-07 09:04:01.176590","2023-08-07 09:04:01.176590","Spookbeelden over gevaren in vrouwentoiletten door Transgenderwet zijn onzin","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66790>","5d","condition5","97431056816/2023-08-07 09:04:07.939944","no","0","0","97431056816/5d/0/2023-08-07 09:04:16.824660","2023-08-07 09:04:16.824660","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","97431056816",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66820>","5d","condition5","97431056816/2023-08-07 09:04:07.939944","yes","0","0","97431056816/5d/0/2023-08-07 09:04:17.914275","2023-08-07 09:04:17.914275","Kabinet maakt publiekelijk excuses voor oude Transgenderwet","97431056816",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b668b0>","1c","condition1","54816415449/2023-08-07 09:04:42.922566","no","2","0","54816415449/1c/2/2023-08-07 09:04:45.888139","2023-08-07 09:04:45.888139","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66940>","1c","condition1","54816415449/2023-08-07 09:04:42.922566","yes","2","0","54816415449/1c/2/2023-08-07 09:04:48.419691","2023-08-07 09:04:48.419691","Weg met denigrerende procedures: dankzij nieuwe Transgenderwet hoeven transpersonen niet meer te bewijzen dat ze ‘écht trans’ zijn ","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b669d0>","11c","condition2","32137330702/2023-08-07 09:04:07.727344","no","5","0.94","32137330702/11c/5/2023-08-07 09:04:50.493145","2023-08-07 09:04:50.493145","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66a60>","11c","condition2","32137330702/2023-08-07 09:04:07.727344","yes","5","0.94","32137330702/11c/5/2023-08-07 09:04:52.008759","2023-08-07 09:04:52.008759","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","32137330702",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66af0>","11c","condition1","84137672707/2023-08-07 09:04:04.472104","no","0","1.01","84137672707/11c/0/2023-08-07 09:04:58.906633","2023-08-07 09:04:58.906633","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","84137672707",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66b80>","11c","condition1","84137672707/2023-08-07 09:04:04.472104","yes","0","1.01","84137672707/11c/0/2023-08-07 09:04:59.470781","2023-08-07 09:04:59.470781","Postercampagne tegen nieuwe Transgenderwet is misleidend, onnodig en gevaarlijk","84137672707",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66c10>","11d","condition4","71333059228/2023-08-07 09:04:38.392181","no","1","1","71333059228/11d/1/2023-08-07 09:05:38.625956","2023-08-07 09:05:38.625956","Reacties op postercampagne tegen nieuwe Transgenderwet","71333059228",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66ca0>","11d","condition4","71333059228/2023-08-07 09:04:38.392181","yes","1","1","71333059228/11d/1/2023-08-07 09:05:39.506919","2023-08-07 09:05:39.506919","Reacties op postercampagne tegen nieuwe Transgenderwet","71333059228",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66d30>","2c","condition1","54816415449/2023-08-07 09:05:29.139416","no","3","0.48","54816415449/2c/3/2023-08-07 09:05:39.543915","2023-08-07 09:05:39.543915","Critici nieuwe Transgenderwet dragen bij aan dehumanisering transpersonen","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66dc0>","2c","condition1","54816415449/2023-08-07 09:05:29.139416","yes","3","0.48","54816415449/2c/3/2023-08-07 09:05:40.982644","2023-08-07 09:05:40.982644","Critici nieuwe Transgenderwet dragen bij aan dehumanisering transpersonen","54816415449",
"<sqlalchemy.orm.state.InstanceState object at 0x7f96e3b66e50>","12d","condition5","79881960861/2023-08-07 09:05:35.384491","no","0","0","79881960861/12d/0/2023-08-07 09:05:43.887516","2023-08-07 09:05:43.887516","Lopen vrouwen gevaar in vrouwentoiletten door nieuwe Transgenderwet?","79881960861",
